1,0.78,3,1003.0
2,1.35,10,1013.0
3,1.1,10,1013.0
4,1.14,3,1016.0
5,1.19,10,1026.0
6,2.49,10,1036.0
7,2.24,15,1021.0
8,1.32,10,1021.0
9,3.51,10,1031.0
10,3.0,25,1056.0
11,3.6,25,1106.0
12,3.33,25,1081.0
14,2.69,25,1081.0
15,2.38,15,1096.0
16,3.03,15,1111.0
17,5.41,25,1136.0
18,8.19,50,1186.0
21,7.43,50,1236.0
22,-1.02,3,1236.0
23,-1.05,3,1239.0
24,-1.89,3,1236.0
25,-2.23,3,1236.0
26,-1.75,3,1239.0
27,-1.54,3,1236.0
28,-1.6,3,1233.0
29,-1.32,3,1233.0
30,-1.03,3,1236.0
31,-1.44,3,1239.0
32,-2.67,3,1236.0
33,-2.82,3,1233.0
34,-2.55,3,1236.0
35,-2.24,3,1239.0
36,-0.48,3,1236.0
37,-1.5,3,1239.0
38,-1.6,3,1239.0
39,-3.31,3,1239.0
41,-8.02,3,1242.0
42,-5.41,3,1245.0
43,1.81,10,1255.0
44,1.33,10,1245.0
45,1.37,10,1235.0
46,1.12,10,1235.0
47,0.87,3,1235.0
48,0.6,10,1245.0
49,0.31,3,1242.0
50,0.0,3,1242.0
51,-1.0,3,1245.0
52,-1.04,3,1242.0
53,-1.79,3,1239.0
54,-2.23,3,1239.0
55,-2.33,3,1239.0
56,-4.0,3,1239.0
57,-4.2,3,1239.0
58,-5.29,3,1242.0
59,-4.23,3,1245.0
60,-2.04,3,1248.0
61,0.0,3,1251.0
62,0.61,10,1241.0
63,0.0,3,1241.0
64,1.39,3,1244.0
65,1.31,10,1264.0
66,1.35,10,1274.0
67,1.66,10,1274.0
68,1.43,10,1284.0
69,0.89,3,1287.0
70,1.85,10,1297.0
71,0.95,3,1297.0
72,0.67,3,1294.0
73,1.39,10,1294.0
74,2.55,15,1309.0
75,3.44,25,1334.0
76,4.03,50,1384.0
77,5.15,50,1434.0
78,4.93,50,1484.0
79,4.65,50,1484.0
80,4.37,50,1434.0
82,3.28,25,1459.0
83,4.09,50,1509.0
84,3.07,25,1534.0
85,3.9,25,1559.0
86,0.71,15,1574.0
87,1.04,3,1574.0
88,0.81,10,1584.0
89,0.28,3,1587.0
90,0.29,3,1587.0
91,-0.6,3,1590.0
92,0.0,3,1593.0
93,-0.64,3,1590.0
94,-0.67,3,1593.0
95,-1.37,3,1593.0
96,-2.49,3,1593.0
97,-2.58,3,1590.0
98,-3.1,3,1593.0
99,-3.6,3,1593.0
100,-4.68,3,1596.0
101,-3.59,3,1596.0
102,-5.29,3,1593.0
103,-5.61,3,1596.0
104,-4.92,3,1599.0
105,-4.79,3,1602.0
106,-2.6,3,1605.0
107,-4.93,3,1608.0
109,-1.04,3,1611.0
110,-1.62,3,1611.0
111,-1.12,3,1614.0
112,-0.58,3,1611.0
113,0.0,3,1614.0
114,0.94,3,1617.0
115,0.97,3,1620.0
116,0.67,3,1617.0
117,-0.34,3,1617.0
118,0.0,3,1617.0
119,-0.37,3,1617.0
120,-0.39,3,1620.0
121,-0.82,3,1617.0
123,-2.74,3,1620.0
124,-2.4,3,1623.0
125,-2.58,3,1626.0
126,-4.28,3,1629.0
127,-3.51,3,1632.0
128,-3.75,3,1635.0
129,-4.05,3,1638.0
130,-0.77,3,1635.0
131,-1.33,3,1638.0
132,-0.28,3,1641.0
