113007,-0.87,5,57357.5
113008,-0.3,5,57352.5
113009,-0.63,5,57347.5
113010,0.66,5,57357.5
113011,1.38,5,57357.5
113012,1.79,25,57382.5
113013,2.66,50,57332.5
113014,4.4,50,57382.5
113015,3.78,50,57332.5
113016,4.85,50,57332.5
113017,7.51,50,57382.5
113018,6.93,50,57332.5
113019,7.37,50,57332.5
113020,6.94,50,57182.5
113021,6.67,50,57232.5
113022,5.06,50,57282.5
113023,3.38,50,57232.5
113024,5.84,50,57282.5
113025,3.2,50,57332.5
113026,2.65,50,57282.5
113027,4.81,50,57232.5
113028,0.0,50,57207.5
113029,-0.51,5,57202.5
113030,-0.79,5,57207.5
113031,-0.27,5,57202.5
113032,-0.28,5,57207.5
113033,0.58,5,57197.5
113034,0.3,5,57192.5
113035,0.93,5,57187.5
113036,1.28,25,57162.5
113037,0.0,5,57167.5
113038,-1.39,5,57162.5
113039,-0.73,5,57167.5
113040,-0.75,5,57167.5
113041,-1.94,5,57162.5
113042,-2.42,5,57157.5
113043,-1.7,5,57167.5
113044,-0.89,5,57172.5
113045,-1.41,5,57177.5
113046,-0.98,5,57172.5
113047,-0.53,5,57167.5
113048,-0.55,5,57172.5
113049,0.0,5,57167.5
113050,0.0,5,57172.5
113051,1.43,5,57167.5
113052,0.76,5,57172.5
113053,-2.52,5,57167.5
113054,-2.73,5,57172.5
113055,0.0,5,57177.5
113056,-0.77,5,57185.0
113057,-1.05,5,57180.0
113058,-1.88,5,57175.0
113059,-2.49,5,57175.0
113060,-3.41,5,57180.0
113061,-2.94,5,57185.0
113062,-2.72,5,57190.0
113063,-3.13,5,57200.0
113064,-2.27,5,57205.0
113065,-2.7,5,57200.0
113066,-1.41,5,57205.0
113067,-1.45,5,57212.5
113068,-0.75,5,57207.5
113069,-1.56,5,57202.5
113070,-1.61,5,57210.0
113071,-0.43,5,57210.0
113072,-1.32,5,57217.5
113073,-1.4,5,57227.5
113074,-2.4,5,57232.5
113075,0.0,5,57222.5
113076,-0.53,5,57217.5
113077,-2.23,5,57222.5
113078,-3.64,5,57227.5
113079,-3.8,5,57227.5
113080,-5.33,5,57235.0
113081,-5.84,5,57245.0
113082,-1.63,5,57250.0
113083,-2.65,5,57245.0
113084,-2.94,5,57240.0
113085,-0.25,5,57235.0
113086,-0.26,5,57230.0
113087,0.27,5,57225.0
113088,0.0,5,57220.0
113089,0.0,5,57225.0
113090,-0.57,5,57230.0
113091,-0.9,5,57235.0
113092,-0.62,5,57230.0
113093,-0.32,5,57230.0
113094,-0.33,5,57235.0
113095,0.0,5,57230.0
113096,-1.06,5,57225.0
113097,-2.18,5,57232.5
113098,-1.53,5,57227.5
113099,-2.38,5,57232.5
113100,-0.83,5,57237.5
113101,-0.87,5,57232.5
113102,-1.36,5,57232.5
113103,-3.33,5,57227.5
113104,-4.95,5,57222.5
113105,-4.21,5,57212.5
113106,-5.46,5,57207.5
113107,-5.85,5,57202.5
113108,-6.49,5,57207.5
113109,-4.93,5,57207.5
113110,-4.58,5,57212.5
113111,-2.48,5,57207.5
113112,-0.89,5,57212.5
113113,-0.25,5,57207.5
113114,-0.26,5,57207.5
113115,-0.52,5,57212.5
113116,-2.17,5,57222.5
113117,-1.67,5,57217.5
113118,-0.87,5,57212.5
113119,0.3,5,57202.5
113120,0.93,5,57197.5
113121,0.96,5,57192.5
113122,0.66,5,57187.5
113123,0.0,5,57192.5
113124,0.0,5,57197.5
113125,-0.37,5,57202.5
113126,1.94,5,57197.5
113127,2.44,25,57222.5
